,ip,date,asn,dns_name,port,pep_link
12579,169.155.238.10,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[500],[False]
12580,206.83.104.222,2025-05-17,14593,['customer.tkyojpn1.pop.starlinkisp.net'],[1701 4002 4011 5002 5004 5005 5008],[False False False False False False False]
12581,129.222.10.50,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 8010  8020  8021  8022  8031  8032 11102],[False False False False False False False]
12582,129.222.123.251,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 80 443],[False False]
12583,98.97.190.43,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[1701 4002 4003 5002 5003 5004 5005],[False False False False False False False]
12584,129.222.169.224,2025-05-17,14593,[],[  53 8887],[False False]
12585,148.222.215.188,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
12586,135.129.122.104,2025-05-17,14593,[],[502],[False]
12587,98.97.148.34,2025-05-17,14593,[],[2000],[False]
12588,129.222.8.14,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[80],[False]
12589,66.9.185.57,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[ 80 443],[False False]
12590,98.97.96.178,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 80 443],[False False]
12591,98.97.68.182,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[  161 32015],[False  True]
12592,169.155.227.218,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[541],[False]
12593,65.181.2.126,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
12594,102.215.56.189,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[  80  500 8080 8443],[False False False False]
12595,129.222.169.90,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[22],[False]
12596,143.105.86.145,2025-05-17,14593,[],[443],[False]
12597,216.128.29.174,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  161   500 32015],[False False  True]
12598,148.222.219.215,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
12599,129.222.48.252,2025-05-17,14593,[],[  161   443 32015],[False  True  True]
12600,116.91.220.66,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[500],[False]
12601,169.155.240.105,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 80 443],[False False]
12602,129.222.67.52,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[   80   500  4433 49149],[False False False False]
12603,145.224.78.149,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
12604,98.97.64.67,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 500 4500],[False False]
12605,98.97.155.125,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[   21    80 48001 48002],[False False False False]
12606,129.222.249.229,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
12607,170.203.200.135,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
12608,200.189.25.90,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  53  161 1701 2000 2205],[False False False False False]
12609,169.155.226.210,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 80 500 554],[False False False]
12610,98.97.139.163,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[123 161 500],[False False False]
12611,129.222.174.92,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[1244 2280 2281 2283],[False False False False]
12612,217.142.30.145,2025-05-17,14593,['customer.dohaqat1.pop.starlinkisp.net'],[ 500 4433],[False False]
12613,14.1.93.42,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[1194],[False]
12614,200.189.24.65,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  53  161 1701 2000 2205],[False False False False False]
12615,145.224.103.212,2025-05-17,14593,['customer.wrswpol1.pop.starlinkisp.net'],[22 80],[False False]
12616,129.222.182.175,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443 541],[False False False]
12617,169.155.238.222,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 443 1194 1194 1701 1723 8069 8443],[False False False False False False False]
12618,217.142.30.181,2025-05-17,14593,[],[8081],[False]
12619,98.97.46.124,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
12620,129.222.197.220,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[161 500],[False False]
12621,129.224.222.56,2025-05-17,14593,['customer.lhrrpng1.pop.starlinkisp.net'],[161],[False]
12622,216.128.23.120,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[443],[False]
12623,98.97.113.13,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[  500  9441 40810 45999 65431 65432],[False False False False False False]
12624,98.97.111.235,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[   22    80   443  9441 45999 65432],[False False False False False False]
12625,212.105.151.55,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
12626,98.97.181.161,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 443  500  541 4500],[False False False False]
12627,98.97.70.199,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 500 8443],[False False]
12628,129.222.31.163,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[541],[False]
12629,14.1.72.32,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[500],[False]
12630,129.222.38.46,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
12631,129.222.168.249,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
12632,135.129.119.196,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[161 500],[False False]
12633,188.92.250.5,2025-05-17,14593,[],[  161 32015],[False  True]
12634,98.97.181.234,2025-05-17,14593,[],[ 541 4500],[False False]
12635,148.222.202.242,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  22  161 2000 8722],[False False False False]
12636,98.97.95.224,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 500 4433],[False False]
12637,143.105.46.12,2025-05-17,14593,[],[  161   443 32015],[False  True  True]
12638,169.155.228.75,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 80 161 443 500],[False False False False]
12639,14.1.91.27,2025-05-17,14593,['customer.tkyojpn1.pop.starlinkisp.net'],[1701 4002 4003 5002 5003 5004 5005],[False False False False False False False]
12640,129.222.178.58,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[541],[False]
12641,129.222.34.50,2025-05-17,14593,[],[443],[ True]
12642,212.105.141.3,2025-05-17,14593,[],[1433 2000],[False False]
12643,129.222.68.217,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[ 80 443],[False False]
12644,65.181.8.118,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[  53 2000 8443],[False False False]
12645,212.105.141.47,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[8080],[False]
12646,143.105.83.33,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[   80   541  8443 22820],[False False False False]
12647,66.9.173.248,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[2000],[False]
12648,129.222.170.173,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[541],[False]
12649,66.9.163.25,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
12650,129.222.215.62,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 1080 10443],[False False]
12651,145.224.81.84,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[  80  443  500 4081 4090],[False False False False False]
12652,169.155.240.217,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
12653,162.43.194.120,2025-05-17,14593,[],[1194],[False]
12654,143.105.62.97,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[44818],[False]
12655,129.224.195.238,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  123   161  1194  8080 10443 22222],[False False False False False False]
12656,206.83.110.14,2025-05-17,14593,['customer.sngesgp1.pop.starlinkisp.net'],[1701],[False]
12657,216.128.11.118,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[  22  161 3000 4444 7153],[False False False False False]
12658,129.222.249.175,2025-05-17,14593,[],[   80 49152],[False False]
12659,98.97.66.25,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 22  80 443 500],[False False False False]
12660,98.97.189.249,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[541],[False]
12661,169.155.248.125,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[500],[False]
12662,129.222.239.50,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[  161 32015],[False  True]
12663,216.234.207.212,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
12664,129.222.110.121,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
12665,143.105.70.215,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
12666,129.222.48.24,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[123 161 500],[False False False]
12667,129.222.107.252,2025-05-17,14593,[],[8443 8888],[False False]
12668,129.222.215.205,2025-05-17,14593,[],[443],[False]
12669,170.203.206.202,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
12670,143.105.173.146,2025-05-17,14593,[],[1701],[False]
12671,98.97.111.8,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[  161 32015],[False  True]
12672,129.222.215.36,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
12673,129.224.199.190,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
12674,206.83.108.121,2025-05-17,14593,['customer.sngesgp1.pop.starlinkisp.net'],[1701 4002 4003 4011 5002 5003 5004 5005 5008],[False False False False False False False False False]
12675,116.91.208.221,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[ 22 123 161 830],[False False False False]
12676,145.224.125.47,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 808 1701 2000 4410 4411 4412 4413 4418],[False False False False False False False False]
12677,14.1.94.173,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[443],[False]
12678,103.235.94.47,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[ 22 123 161 830],[False False False False]
12679,129.222.185.224,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
12680,129.224.199.63,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 500 4433],[False False]
12681,129.222.115.195,2025-05-17,14593,[],[541],[False]
12682,98.97.113.224,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
12683,129.222.172.157,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
12684,129.222.69.194,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[ 80 443],[False False]
12685,129.222.248.178,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[ 500 2121],[False False]
12686,129.222.6.89,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[123 161 500],[False False False]
12687,66.9.162.172,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[   21   443  1723  8081 18000 21151 23152 50001 50151],[False False False False False False False False False]
12688,216.234.214.196,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[ 443 4443 8443],[False False False]
12689,129.222.4.123,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
12690,148.222.211.22,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[   80   264   443   500 18264],[False False False False False]
12691,129.224.192.71,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
12692,138.84.61.170,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 500 4433],[False False]
12693,170.203.212.110,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[8443],[False]
12694,66.9.162.218,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
12695,129.222.24.183,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
12696,216.128.28.36,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  85   90  443  500  554 1194 1194 1701 1723 5901 5902 5903 5904],"[False False False False False False False False False False False False
 False]"
12697,138.84.44.143,2025-05-17,14593,[],[ 22  80 123 443],[False False False False]
12698,129.224.194.174,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[5090],[False]
12699,216.234.219.179,2025-05-17,14593,[],[ 22 123 161 199 830],[False False False False False]
12700,129.222.111.185,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161 443],[False False]
12701,200.189.26.160,2025-05-17,14593,[],[ 161  541 4443],[False False False]
12702,143.105.88.23,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[500],[False]
12703,206.83.115.168,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[4431 4433],[False False]
12704,129.222.251.207,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[  161 32015],[False  True]
12705,145.224.93.7,2025-05-17,14593,[],[  161   443 32015],[False  True  True]
12706,145.224.78.163,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[5312],[ True]
12707,98.97.180.56,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[ 500 8073 8173 8888],[False False False False]
12708,98.97.128.44,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
12709,145.224.99.108,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[3400 8443],[False False]
12710,98.97.188.90,2025-05-17,14593,[],[   80   443 32015],[False  True  True]
12711,129.222.142.10,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[  161 32015],[False  True]
12712,66.9.184.3,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[  443  2000  8069 10000],[False False False False]
12713,206.83.115.146,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[3389],[False]
12714,206.83.121.248,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
12715,206.214.224.33,2025-05-17,14593,['starlink.lax.starlinkisp.net'],[  80  443 8443],[False False False]
12716,169.155.245.91,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 444 1194 1194 1701 1723],[False False False False False]
12717,129.224.210.5,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
12718,129.222.28.53,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[32015],[ True]
12719,98.97.186.130,2025-05-17,14593,[],[  161 32015],[False  True]
12720,209.198.136.246,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 80 443 444 541],[False False False False]
12721,217.142.17.88,2025-05-17,14593,[],[  161 32015],[False  True]
12722,200.189.31.168,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 3306  3389  8000  8001  8002  8003  8004  8005  8006  8007 10006],[False False False False False False False False False False False]
12723,129.222.154.174,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[  80  443 3389],[False False False]
12724,14.1.93.5,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[541],[False]
12725,66.9.177.84,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
12726,129.222.237.165,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[10443],[False]
12727,143.105.70.5,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 443 8013],[False False]
12728,143.105.90.133,2025-05-17,14593,[],[ 22 500],[False False]
12729,169.155.231.146,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[4443],[False]
12730,148.222.200.5,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[ 53 123],[False False]
12731,98.97.107.85,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[ 80 541],[False False]
12732,98.97.30.222,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[8080],[False]
12733,129.222.123.121,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
12734,129.222.152.193,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[161 500],[False False]
12735,145.224.106.70,2025-05-17,14593,['customer.wrswpol1.pop.starlinkisp.net'],[500],[False]
12736,216.128.23.46,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[3390],[False]
12737,129.222.110.17,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161 500],[False False]
12738,143.105.68.249,2025-05-17,14593,[],[ 22 443],[False False]
12739,98.97.162.232,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 161  500 2225],[False False False]
12740,98.97.107.165,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[88 89],[False False]
12741,129.222.111.141,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[   80 44300],[False False]
12742,129.222.27.85,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 53 123 853],[False False False]
12743,148.222.222.93,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  23   80  443 5850 5870 8080],[False False False False False False]
12744,200.189.17.79,2025-05-17,14593,[],[1701 4002 4003 5002 5003 5004 5005 5008],[False False False False False False False False]
12745,98.97.29.218,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
12746,200.189.17.12,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[   80   443   443 10443],[False False False False]
12747,98.97.101.168,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 500 4480],[False False]
12748,66.9.169.196,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[  22   80 5060],[False False False]
12749,148.222.202.11,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[4444],[False]
12750,66.9.180.199,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[  80  444 4433],[False False False]
12751,66.9.162.81,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  80  443 8081 8082 8085],[False False False False False]
12752,148.222.198.146,2025-05-17,14593,[],[  22   80 8443],[False False False]
12753,129.222.103.107,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[4433],[False]
12754,138.84.44.176,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
12755,129.222.65.166,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
12756,143.105.36.200,2025-05-17,14593,[],[  22  111  111 3128 8006],[False False False False False]
12757,169.155.230.133,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[  80  443  500 4044 9443],[False False False False False]
12758,129.222.178.101,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[500],[False]
12759,143.105.102.7,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[3389],[False]
12760,129.222.209.71,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[541],[False]
12761,98.97.135.17,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[ 443 1701],[False False]
12762,129.222.116.172,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  21   22   80 2000 8728 8729],[False False False False False False]
12763,145.224.78.119,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
12764,169.155.253.106,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
12765,143.105.148.138,2025-05-17,14593,[],[  80  161 8090],[False False False]
12766,14.1.94.46,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
12767,148.222.196.111,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
12768,170.203.198.54,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[ 443  500 1701 1723],[False False False False]
12769,98.97.148.154,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[ 22  80 123 443],[False False False False]
12770,98.97.162.114,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 443  500 1701 1723],[False False False False]
12771,98.97.29.255,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[541],[False]
12772,129.222.89.14,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[541],[False]
12773,169.155.227.173,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
12774,212.105.149.102,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[  21 5001],[False False]
12775,129.222.190.233,2025-05-17,14593,[],[541],[False]
12776,14.1.94.125,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[ 500 4443],[False False]
12777,129.224.220.21,2025-05-17,14593,['customer.aafbgux1.pop.starlinkisp.net'],[21 22],[False False]
12778,143.105.71.229,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
12779,138.84.44.161,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
12780,216.234.202.153,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
12781,200.189.17.244,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[443],[False]
12782,129.222.215.1,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
12783,129.222.120.30,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  161 32015],[False  True]
12784,98.97.71.6,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
12785,98.97.144.208,2025-05-17,14593,['customer.wrswpol1.pop.starlinkisp.net'],[11443],[False]
12786,145.224.67.166,2025-05-17,14593,[],[ 1521  8010 18080],[False False False]
12787,200.189.26.229,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[  21   22   23   53   80  161 1701 2000 8728 8729],[False False False False False False False False False False]
12788,138.84.37.181,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[541],[False]
12789,98.97.108.130,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[ 161 2000],[False False]
12790,129.224.192.230,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
12791,148.222.219.105,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 161],[False False]
12792,145.224.79.25,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[441],[False]
12793,66.9.162.194,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
12794,138.84.56.214,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 80 443 541],[False False False]
12795,129.222.81.153,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
12796,148.222.212.123,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[1723 2000],[False False]
12797,129.222.107.201,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[2000],[False]
12798,143.105.62.76,2025-05-17,14593,[],[ 22 443],[False False]
12799,129.222.68.39,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[2000],[False]
12800,135.129.114.220,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  443   541  8080 10443],[False False False False]
12801,212.105.142.229,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 541 5539 6622 6627 6656],[False False False False False]
12802,169.155.228.62,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
12803,129.222.27.10,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[80],[False]
12804,129.222.170.207,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 161],[False False]
12805,143.105.57.50,2025-05-17,14593,[],[500],[False]
12806,148.222.202.158,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[500],[False]
12807,98.97.161.28,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  53 123 161],[False False False False]
12808,129.222.39.61,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[541],[False]
12809,129.222.200.151,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[16543],[False]
12810,209.198.158.205,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[80],[False]
12811,143.105.77.82,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443],[False False]
12812,129.222.237.103,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[161],[False]
12813,129.222.183.163,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[443],[False]
12814,116.91.208.54,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[8443],[False]
12815,216.128.15.45,2025-05-17,14593,[],[500],[False]
12816,129.222.197.162,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[ 161 2000],[False False]
12817,129.222.209.11,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[264 500],[False False]
12818,169.155.229.156,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[10443],[False]
12819,129.222.98.203,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
12820,143.105.16.237,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
12821,216.234.206.55,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[161 500],[False False]
12822,129.222.18.220,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
12823,65.181.8.21,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[  443   500 22345],[False False False]
12824,170.203.204.172,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
12825,143.105.10.144,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[6785],[False]
12826,129.222.183.227,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[  22 9443],[False False]
12827,169.155.230.46,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 500 3400],[False False]
12828,217.142.19.26,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 443  500 3400 4443],[False False False False]
12829,102.215.56.230,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[80],[False]
12830,148.222.214.136,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
