,ip,date,asn,dns_name,port,pep_link
0,138.84.58.58,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 161 1701 2000 2205],[False False False False]
1,129.222.100.53,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[10443],[False]
2,149.19.173.128,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 443 2000 8443],[False False False]
3,129.222.205.227,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[  53  210  220  230  500 1701 1723 2000 8088 8729],[False False False False False False False False False False]
4,129.222.7.46,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
5,169.155.253.72,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[   81   443 10443 10443],[False False False False]
6,168.140.251.93,2025-05-17,14593,[],[500],[False]
7,98.97.124.86,2025-05-17,14593,[],[  161 32015],[False  True]
8,149.19.170.94,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
9,129.222.42.134,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
10,148.222.196.219,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[541],[False]
11,216.128.3.12,2025-05-17,14593,[],[  161 32015],[False  True]
12,145.224.91.34,2025-05-17,14593,[],[500],[False]
13,149.19.173.15,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 161 2000],[False False]
14,212.105.147.192,2025-05-17,14593,[],[ 161 2000],[False False]
15,200.189.24.253,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 500 3389],[False False]
16,212.105.146.8,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[500],[False]
17,148.222.193.129,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[   80 12443],[False False]
18,129.222.182.229,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[161 862],[False False]
19,169.155.236.18,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[500],[False]
20,143.105.24.14,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  80  443  500  554 4433 4443 9090],[False False False False False False False]
21,138.84.49.159,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[  80  554 7681],[False False False]
22,148.222.214.81,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 80 443],[False False]
23,148.222.213.124,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[  80  443 1194 1701 1723 2000],[False False False False False False]
24,129.222.7.21,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[2000 8000 8001],[False False False]
25,206.83.124.238,2025-05-17,14593,['customer.tkyojpn1.pop.starlinkisp.net'],[541],[False]
26,148.222.196.159,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[  21   22   80 2000 7776 7777 8728 8729],[False False False False False False False False]
27,129.222.74.167,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[   80   264   443   500 18264],[False False False False False]
28,129.222.172.233,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
29,169.155.227.238,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[541],[False]
30,129.224.199.204,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[443 500],[False False]
31,14.1.86.59,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[   22    80   123   443 10443],[False False False False False]
32,143.105.16.99,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
33,129.224.192.169,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[161 500],[False False]
34,169.155.240.185,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 5312 32015],[ True  True]
35,129.222.146.30,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 22  53 123 161 500],[False False False False False]
36,129.222.175.249,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 21  22 161],[False False False]
37,217.65.138.251,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[  264   500 18264],[False False False]
38,129.222.152.236,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
39,148.222.195.134,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[2020 2030 8008 8009 8092 8095],[False False False False False False]
40,138.84.47.244,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 80 443 541],[False False False]
41,129.222.143.55,2025-05-17,14593,[],[4062],[False]
42,143.105.83.153,2025-05-17,14593,[],[  53  161 1701 2000],[False False False False]
43,66.9.185.91,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
44,179.60.175.182,2025-05-17,14593,[],[2000 5000],[False False]
45,14.1.80.71,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[32015],[ True]
46,129.224.194.60,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
47,143.105.13.178,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[123 500],[False False]
48,129.222.25.191,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[1980 5001 5090],[False False False]
49,143.105.31.79,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[1701],[False]
50,66.9.184.150,2025-05-17,14593,[],[2222],[False]
51,216.234.199.250,2025-05-17,14593,[],[161],[False]
52,148.222.193.75,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[5125 5126 8081 8085],[False False False False]
53,145.224.64.84,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  80  443  500  555 2001 4433],[False False False False False False]
54,169.155.224.234,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
55,138.84.46.194,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[ 161  500 1701 8050],[False False False False]
56,129.224.192.90,2025-05-17,14593,[],[161],[False]
57,98.97.62.171,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[ 22  23 500],[False False False]
58,148.222.196.221,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 554],[False False]
59,98.97.180.41,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[ 500 1443 4433 8443],[False False False False]
60,129.222.110.176,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
61,129.222.55.128,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[ 500 4433],[False False]
62,168.140.251.237,2025-05-17,14593,[],[  22  111  111 3128 8006],[False False False False False]
63,143.105.46.192,2025-05-17,14593,[],[  161   443 32015],[False  True  True]
64,129.222.183.42,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[161 862],[False False]
65,129.224.198.52,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[161 500 830],[False False False]
66,135.129.114.3,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 161  500 1701 1723 2000 8069],[False False False False False False]
67,145.224.79.207,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[  23  123  161 1701],[False False False False]
68,129.222.162.114,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
69,129.222.134.34,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[80],[False]
70,14.1.85.179,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
71,206.83.125.152,2025-05-17,14593,[],[541],[False]
72,148.222.135.17,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[161],[False]
73,98.97.101.38,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 500 4500],[False False]
74,98.97.127.77,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
75,129.224.198.3,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  22   80  443  541 8443],[False False False False False]
76,98.97.76.196,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[ 22  80 443 500],[False False False False]
77,169.155.248.205,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[1194 1203 2222],[False False False]
78,14.1.87.224,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
79,170.203.206.139,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 123 8080 8081],[False False False]
80,98.97.47.74,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[541],[False]
81,216.128.27.69,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[  25  443 5001 5005 8081],[False False False False False]
82,129.224.194.146,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
83,129.222.198.242,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
84,98.97.94.238,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
85,129.222.239.35,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
86,162.43.194.219,2025-05-17,14593,[],[  161 32015],[False  True]
87,98.97.97.36,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 82 500],[False False]
88,129.222.62.31,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
89,98.97.47.176,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[443],[False]
90,129.222.200.242,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[80],[False]
91,129.222.40.77,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[123],[False]
92,129.222.75.87,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
93,129.222.30.196,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[  80 4443],[False False]
94,129.222.183.142,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[161 862],[False False]
95,98.97.91.53,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
96,129.222.8.156,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
97,98.97.161.38,2025-05-17,14593,[],[ 22  53 123 161],[False False False False]
98,129.222.98.227,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
99,217.142.26.12,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[8443],[False]
100,129.222.18.164,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[4433],[False]
101,162.43.192.98,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[500],[False]
102,129.222.236.242,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
103,216.128.27.151,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[ 500 1701 2000 8089],[False False False False]
104,200.189.30.104,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 500 1701 1723],[False False False]
105,98.97.181.225,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 500  541 4500],[False False False]
106,145.224.87.223,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 80 443],[False False]
107,209.198.136.242,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[8088 8111],[False False]
108,143.105.51.61,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
109,116.91.210.127,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[   80   443   500  1194  1701  3000 35333],[False False False False False False False]
110,217.142.23.236,2025-05-17,14593,[],[  21   80 2000],[False False False]
111,138.84.56.137,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  443  8081 18104 18105 21105],[False False False False False]
112,129.222.148.249,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  22  500 8443],[False False False]
113,98.97.103.25,2025-05-17,14593,[],[  21   23   80  123 2000 4444 8728 8729],[False False False False False False False False]
114,129.222.50.91,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[  500 32015],[False  True]
115,129.222.116.171,2025-05-17,14593,[],[22],[False]
116,98.97.133.221,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[541],[False]
117,209.198.142.234,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22  80 443],[False False False]
118,129.224.193.242,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  81  500 1701],[False False False]
119,129.222.111.251,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
120,66.9.167.196,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[10443],[False]
121,14.1.87.242,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[ 500 1701 8443],[False False False]
122,145.224.78.223,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
123,129.222.227.153,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[123],[False]
124,129.222.154.175,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[  541 60446],[False False]
125,135.129.112.97,2025-05-17,14593,[],[80],[False]
126,212.105.149.16,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 541 1000 1003],[False False False]
127,14.1.93.103,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[500],[False]
128,129.222.127.98,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
129,148.222.211.164,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 500 9200],[False False]
130,129.222.26.226,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
131,143.105.0.157,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[8001 8002],[False False]
132,129.222.250.195,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
133,145.224.89.202,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 80 554],[False False]
134,143.105.110.99,2025-05-17,14593,[],[ 1723 32015],[False  True]
135,217.142.26.239,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[  161   443 32015],[False  True  True]
136,138.84.38.14,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
137,143.105.8.231,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
138,188.92.250.51,2025-05-17,14593,[],[32015],[ True]
139,129.222.52.230,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[  80  443 8822],[False  True False]
140,129.222.174.146,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
141,14.1.87.170,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
142,169.155.244.4,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  443 15000],[False False]
143,135.129.112.105,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[264],[False]
144,216.234.207.128,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[541],[False]
145,143.105.70.144,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  21   80  500 1701 2000 8728 8729],[False False False False False False False]
146,129.224.214.125,2025-05-17,14593,[],[  80 2000],[False False]
147,98.97.90.21,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[443],[ True]
148,138.84.37.186,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
149,145.224.68.200,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[8668],[False]
150,129.222.74.226,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 502 8088],[False False]
151,145.224.78.181,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[161 500],[False False]
152,206.83.101.140,2025-05-17,14593,['customer.acklnzl1.pop.starlinkisp.net'],[500],[False]
153,200.189.27.202,2025-05-17,14593,[],[  22   80 8443],[False False False]
154,188.92.250.195,2025-05-17,14593,[],[32015],[ True]
155,14.1.86.182,2025-05-17,14593,[],[9999],[False]
156,129.222.107.183,2025-05-17,14593,[],[541],[False]
157,129.224.197.8,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
158,148.222.202.234,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 444],[False False False]
159,129.222.103.162,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[541],[False]
160,129.222.235.35,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
161,168.140.242.230,2025-05-17,14593,[],[443],[False]
162,169.155.226.132,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
163,143.105.47.104,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[4081],[False]
164,129.222.41.141,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[4433],[False]
165,129.222.239.54,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[ 500 8088],[False False]
166,200.189.20.217,2025-05-17,14593,[],[541],[False]
167,98.97.47.56,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 502  503 8080 8081 8082 8084],[False False False False False False]
168,66.9.185.16,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[  80 4000 7749 7751 7911 8090 8181],[False False False False False False False]
169,65.181.26.41,2025-05-17,14593,[],[  21   22   80 2000 8729],[False False False False False]
170,129.222.152.27,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[ 500 1194 1701],[False False False]
171,143.105.79.147,2025-05-17,14593,[],[ 80 443],[False False]
172,129.222.225.206,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
173,212.105.140.128,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[9000],[False]
174,129.222.73.19,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[541],[False]
175,135.129.118.88,2025-05-17,14593,[],[  161 32015],[False  True]
176,206.83.117.88,2025-05-17,14593,[],[8006],[False]
177,14.1.76.47,2025-05-17,14593,['customer.sngesgp1.pop.starlinkisp.net'],[123],[False]
178,103.235.94.187,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[ 80 443],[False False]
179,129.222.146.254,2025-05-17,14593,[],[541],[False]
180,98.97.124.100,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[  80  500  554 4443],[False False False False]
181,216.128.11.42,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[500],[False]
182,129.222.68.111,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[   80   443 32015],[False  True  True]
183,98.97.100.108,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[443 443],[False False]
184,116.91.208.95,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[443],[ True]
185,129.222.171.43,2025-05-17,14593,[],[  80 6000 6006 6007],[False False False False]
186,14.1.80.112,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[5060],[False]
187,188.92.250.20,2025-05-17,14593,['customer.wrswpol1.pop.starlinkisp.net'],[  161 32015],[False  True]
188,14.1.93.147,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[ 541 4443],[False False]
189,217.65.143.18,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
190,129.222.214.135,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[   21    22    23   161 11500],[False False False False False]
191,129.222.103.175,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[  81 2154 2156 5900],[False False False False]
192,129.222.214.104,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[7500],[False]
193,129.224.222.15,2025-05-17,14593,['customer.lhrrpng1.pop.starlinkisp.net'],[ 53  80 161 443 500],[False False False False False]
194,138.84.44.124,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[49334],[False]
195,206.83.107.50,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[161],[False]
196,170.203.208.111,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
197,138.84.40.250,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[3389],[False]
198,14.1.94.27,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[   80   264   443   500 18264],[False False False False False]
199,129.222.110.96,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[500],[False]
200,98.97.30.128,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[  443   500  4433 14599],[False False False False]
201,209.198.135.18,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
202,129.222.69.242,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[  21   22   80 1194 1723 2000 8728 8729],[False False False False False False False False]
203,129.224.199.251,2025-05-17,14593,[],[123],[False]
204,170.203.196.12,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[ 161 2000],[False False]
205,129.222.110.162,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 161 4443],[False  True]
206,129.222.19.141,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
207,209.198.142.139,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 1194  8443 32015],[False  True  True]
208,14.1.86.72,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[161 500],[False False]
209,209.198.152.56,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
210,129.222.28.58,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[8443],[False]
211,14.1.93.39,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[500],[False]
212,129.222.31.35,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[123 500],[False False]
213,129.222.35.115,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[443],[ True]
214,209.198.158.212,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 8001  8003  8004  8005  8015 20000],[False False False False False False]
215,217.65.143.56,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 5312 32015],[ True  True]
216,129.222.60.47,2025-05-17,14593,[],[6881],[False]
217,188.92.251.219,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
218,143.105.46.141,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[  161   443 32015],[False  True  True]
219,206.83.100.196,2025-05-17,14593,['customer.acklnzl1.pop.starlinkisp.net'],[22],[False]
220,14.1.66.201,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[  22  443  443 4443],[False False False False]
221,217.142.28.232,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[50443],[False]
222,129.222.136.203,2025-05-17,14593,['customer.clgycan1.pop.starlinkisp.net'],[  80  443 1194],[False False False]
223,203.17.80.72,2025-05-17,14593,['customer.sngesgp1.pop.starlinkisp.net'],[541],[False]
224,66.9.177.187,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[1009 5000],[False False]
225,129.222.127.81,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  264   500 18264],[False False False]
226,129.222.65.194,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
227,145.224.79.199,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 443 1022],[False False]
228,98.97.101.180,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[1701 1723],[False False]
229,98.97.128.122,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 143  587 4433 4444 5003 8933],[False False False False False False]
230,169.155.244.83,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[554],[False]
231,143.105.88.212,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[ 22  80 443 500],[False False False False]
232,145.224.81.6,2025-05-17,14593,[],[22],[False]
233,169.155.249.45,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
234,98.97.102.214,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
235,169.155.250.128,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[ 161 1701],[False False]
236,98.97.53.193,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[500],[False]
237,129.222.111.58,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
238,138.84.47.22,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[541],[False]
239,129.222.132.230,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
240,212.105.146.215,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 500 1701],[False False]
241,170.203.202.123,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[123 161 500],[False False False]
242,98.97.155.2,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[541],[False]
243,129.222.175.182,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
244,148.222.213.113,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[   21   139   443   445  1723  2000 13550 13551 14551],[False False False False False False False False False]
245,129.222.144.200,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
246,14.1.67.118,2025-05-17,14593,[],[161],[False]
247,98.97.95.105,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
248,129.224.199.80,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[161 500],[False False]
249,129.224.199.175,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  161   443 32015],[False  True  True]
250,65.181.30.14,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[ 500 1701],[False False]
251,98.97.62.184,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
252,148.222.218.127,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[8014 8017 8018 8019 8020 8022],[False False False False False False]
253,143.105.56.51,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
254,129.224.194.149,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
255,145.224.76.117,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 443 1022],[False False]
256,209.198.142.120,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22 443],[False False]
257,98.97.111.3,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[500],[False]
258,98.97.159.148,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[  80  500 4433 4443],[False False False False]
259,149.19.175.142,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  21   22   23   80 1091 2000 8728 8729],[False False False False False False False False]
260,206.83.121.206,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[541],[False]
